investor_sector,project_sector,investor_location,project_location,investor_risk,project_risk,investor_size,project_size,past_return,expected_return,cosine_similarity,suitability_score,final_label
real_estate,tech,jeddah,jeddah,medium,low,medium,medium,0.12,0.152,0.291,5,0
tech,tech,riyadh,riyadh,low,medium,large,small,0.074,0.194,0.238,4,0
tech,real_estate,riyadh,jeddah,medium,high,medium,small,0.081,0.132,0.255,1,0
agriculture,real_estate,riyadh,jeddah,high,high,small,small,0.137,0.13,0.758,3,0
tech,tech,jeddah,jeddah,medium,medium,small,small,0.162,0.183,0.566,7,1
agriculture,real_estate,dammam,jeddah,high,medium,small,small,0.074,0.112,0.25,4,0
tech,agriculture,jeddah,riyadh,low,low,small,small,0.109,0.202,0.747,4,0
tech,agriculture,riyadh,jeddah,medium,medium,large,medium,0.154,0.109,0.734,2,0
tech,tech,riyadh,dammam,low,medium,large,small,0.163,0.093,0.248,2,0
tech,real_estate,riyadh,jeddah,medium,high,small,medium,0.164,0.121,0.739,0,0
tech,tech,dammam,riyadh,high,low,medium,small,0.15,0.173,0.777,5,1
real_estate,agriculture,dammam,jeddah,low,medium,small,medium,0.076,0.16,0.488,1,0
tech,agriculture,riyadh,jeddah,high,high,medium,small,0.139,0.089,0.486,2,0
agriculture,agriculture,dammam,dammam,high,high,small,small,0.161,0.215,0.374,7,0
agriculture,tech,jeddah,riyadh,high,medium,medium,small,0.072,0.187,0.003,3,0
agriculture,agriculture,jeddah,riyadh,medium,low,medium,small,0.164,0.119,0.965,4,1
tech,tech,jeddah,dammam,medium,medium,small,small,0.096,0.128,0.754,6,1
real_estate,real_estate,riyadh,riyadh,medium,high,large,small,0.128,0.085,0.488,3,0
real_estate,tech,riyadh,dammam,medium,medium,medium,medium,0.176,0.175,0.993,3,1
real_estate,agriculture,jeddah,dammam,high,high,medium,large,0.114,0.171,0.527,3,0
real_estate,agriculture,dammam,jeddah,low,medium,small,small,0.173,0.101,0.032,1,0
agriculture,agriculture,dammam,dammam,low,low,medium,small,0.079,0.125,0.746,6,1
agriculture,real_estate,riyadh,riyadh,high,low,small,medium,0.137,0.201,0.116,4,0
agriculture,tech,riyadh,jeddah,high,medium,small,medium,0.112,0.114,0.998,3,1
tech,tech,riyadh,dammam,low,low,large,small,0.074,0.141,0.737,5,1
real_estate,tech,dammam,riyadh,high,medium,medium,small,0.155,0.159,0.547,3,0
agriculture,agriculture,dammam,dammam,high,high,medium,large,0.127,0.171,0.308,6,0
tech,real_estate,dammam,riyadh,high,medium,large,small,0.11,0.174,0.99,3,1
tech,tech,riyadh,riyadh,medium,medium,large,large,0.085,0.117,0.751,7,1
real_estate,real_estate,dammam,jeddah,medium,high,small,small,0.072,0.132,0.985,4,1
real_estate,real_estate,riyadh,riyadh,medium,low,medium,medium,0.147,0.201,0.564,7,1
agriculture,tech,dammam,jeddah,low,low,large,medium,0.126,0.128,0.997,3,1
agriculture,tech,riyadh,dammam,high,high,small,small,0.075,0.193,0.009,4,0
tech,real_estate,riyadh,jeddah,medium,low,small,large,0.091,0.182,0.266,3,0
tech,tech,riyadh,riyadh,medium,medium,large,large,0.096,0.117,0.508,7,1
agriculture,agriculture,riyadh,riyadh,medium,low,large,small,0.136,0.119,0.751,5,1
agriculture,agriculture,riyadh,riyadh,high,high,small,small,0.144,0.172,0.775,7,1
tech,real_estate,riyadh,dammam,high,low,large,small,0.089,0.157,0.503,3,0
agriculture,tech,jeddah,riyadh,medium,medium,large,large,0.167,0.114,0.276,3,0
real_estate,real_estate,jeddah,jeddah,medium,medium,medium,medium,0.111,0.147,0.521,7,1
tech,agriculture,riyadh,riyadh,medium,medium,medium,small,0.169,0.158,0.769,3,0
real_estate,tech,dammam,dammam,medium,medium,small,small,0.133,0.083,0.484,4,0
real_estate,real_estate,riyadh,riyadh,medium,medium,large,small,0.088,0.174,0.735,6,1
agriculture,agriculture,riyadh,riyadh,low,medium,small,small,0.093,0.139,0.751,5,1
tech,agriculture,dammam,dammam,medium,medium,small,medium,0.074,0.094,0.999,4,1
agriculture,agriculture,jeddah,jeddah,low,medium,small,medium,0.137,0.158,1.0,4,1
real_estate,agriculture,jeddah,dammam,medium,low,medium,small,0.149,0.125,0.983,2,1
real_estate,real_estate,riyadh,riyadh,medium,high,small,medium,0.179,0.191,0.58,4,0
agriculture,agriculture,jeddah,jeddah,medium,medium,medium,medium,0.083,0.109,0.503,7,1
tech,agriculture,riyadh,riyadh,medium,high,large,small,0.158,0.172,0.557,2,0
real_estate,tech,dammam,riyadh,high,medium,medium,medium,0.164,0.186,0.999,4,1
tech,agriculture,dammam,dammam,low,low,medium,small,0.178,0.165,0.557,3,0
real_estate,real_estate,jeddah,jeddah,medium,high,small,medium,0.104,0.08,0.247,3,0
agriculture,agriculture,dammam,jeddah,medium,medium,large,small,0.082,0.101,0.751,5,1
tech,real_estate,riyadh,riyadh,medium,low,large,medium,0.158,0.201,0.787,4,1
tech,tech,jeddah,jeddah,high,medium,medium,small,0.1,0.183,0.744,6,1
tech,agriculture,dammam,dammam,medium,medium,small,small,0.144,0.201,0.779,5,1
tech,tech,dammam,riyadh,low,medium,large,large,0.111,0.139,1.0,4,1
tech,tech,dammam,jeddah,high,medium,small,large,0.145,0.142,0.301,4,0
agriculture,agriculture,jeddah,jeddah,medium,medium,medium,medium,0.135,0.173,0.544,7,1
tech,agriculture,jeddah,riyadh,high,medium,medium,small,0.091,0.139,0.994,3,1
agriculture,agriculture,jeddah,jeddah,medium,medium,large,medium,0.144,0.173,0.775,6,1
agriculture,agriculture,riyadh,dammam,medium,medium,small,small,0.121,0.201,0.76,6,1
tech,tech,riyadh,riyadh,medium,medium,small,small,0.085,0.187,0.956,7,1
tech,tech,jeddah,riyadh,high,medium,large,large,0.079,0.139,0.742,6,1
tech,tech,riyadh,jeddah,high,medium,medium,medium,0.1,0.18,0.745,6,1
agriculture,agriculture,dammam,dammam,medium,medium,small,medium,0.141,0.094,0.728,5,1
tech,tech,riyadh,riyadh,medium,low,small,small,0.106,0.173,0.753,7,1
real_estate,real_estate,dammam,riyadh,high,medium,large,small,0.175,0.174,0.993,4,1
agriculture,agriculture,dammam,dammam,low,medium,medium,medium,0.078,0.094,0.251,5,0
tech,real_estate,jeddah,dammam,low,medium,small,small,0.109,0.121,1.0,2,1
tech,agriculture,jeddah,jeddah,medium,medium,medium,medium,0.091,0.173,0.738,5,1
agriculture,real_estate,dammam,jeddah,medium,high,small,small,0.105,0.13,0.271,2,0
agriculture,agriculture,riyadh,jeddah,high,medium,medium,small,0.118,0.169,0.297,5,0
real_estate,real_estate,dammam,jeddah,medium,medium,medium,small,0.12,0.121,0.756,5,1
tech,tech,dammam,riyadh,medium,medium,large,small,0.159,0.187,0.783,5,1
tech,tech,dammam,riyadh,medium,medium,large,large,0.11,0.114,0.754,6,1
tech,tech,jeddah,dammam,high,medium,small,small,0.108,0.093,0.992,5,1
agriculture,real_estate,riyadh,jeddah,medium,medium,medium,medium,0.093,0.147,0.266,4,0
agriculture,agriculture,riyadh,jeddah,low,medium,medium,large,0.095,0.181,0.272,3,0
real_estate,real_estate,jeddah,jeddah,high,high,medium,small,0.102,0.13,0.756,6,1
agriculture,tech,riyadh,riyadh,high,low,small,small,0.075,0.15,0.975,5,1
tech,real_estate,riyadh,riyadh,low,low,large,medium,0.163,0.201,1.0,4,1
real_estate,tech,riyadh,riyadh,low,high,large,large,0.104,0.152,0.277,3,0
agriculture,tech,dammam,riyadh,medium,low,medium,small,0.076,0.183,0.009,3,0
tech,tech,dammam,riyadh,medium,high,medium,small,0.077,0.098,0.251,3,0
tech,real_estate,jeddah,dammam,high,low,large,large,0.107,0.091,0.007,3,0
tech,tech,dammam,jeddah,low,medium,large,large,0.091,0.177,0.737,4,0
tech,real_estate,riyadh,riyadh,medium,medium,small,small,0.085,0.174,0.731,5,1
agriculture,tech,jeddah,jeddah,medium,medium,small,small,0.075,0.136,0.74,5,1
tech,tech,riyadh,riyadh,medium,medium,small,small,0.136,0.187,0.55,7,1
real_estate,tech,dammam,jeddah,high,low,medium,medium,0.086,0.152,0.26,4,0
real_estate,tech,riyadh,riyadh,medium,medium,large,medium,0.105,0.163,0.518,4,0
agriculture,agriculture,dammam,dammam,medium,low,small,small,0.105,0.182,0.518,7,1
agriculture,real_estate,riyadh,jeddah,high,medium,small,small,0.137,0.112,0.508,3,0
agriculture,real_estate,riyadh,riyadh,medium,low,small,medium,0.117,0.201,0.532,4,0
tech,real_estate,jeddah,jeddah,high,medium,medium,medium,0.144,0.125,0.518,4,0
tech,agriculture,riyadh,dammam,low,high,large,medium,0.097,0.173,0.745,1,0
tech,tech,jeddah,dammam,medium,medium,medium,large,0.091,0.206,0.72,5,1
real_estate,agriculture,riyadh,dammam,high,high,small,small,0.142,0.153,0.538,4,0
real_estate,real_estate,jeddah,jeddah,low,high,medium,medium,0.087,0.121,0.258,5,0
real_estate,tech,dammam,riyadh,medium,low,small,small,0.133,0.173,0.543,4,0
tech,tech,riyadh,jeddah,low,low,medium,medium,0.146,0.128,0.754,5,1
tech,tech,riyadh,riyadh,medium,medium,medium,small,0.169,0.159,0.77,5,1
real_estate,tech,jeddah,riyadh,medium,medium,large,large,0.07,0.118,0.495,4,0
tech,tech,riyadh,jeddah,medium,medium,medium,medium,0.169,0.171,0.127,6,0
real_estate,real_estate,riyadh,riyadh,medium,low,medium,medium,0.174,0.201,0.584,7,1
tech,agriculture,jeddah,riyadh,low,low,large,small,0.108,0.119,0.999,3,1
agriculture,agriculture,riyadh,riyadh,medium,high,medium,medium,0.111,0.15,0.76,5,1
agriculture,real_estate,dammam,dammam,high,medium,large,medium,0.162,0.201,0.788,4,1
agriculture,agriculture,jeddah,riyadh,medium,medium,small,large,0.136,0.191,0.774,5,1
tech,tech,riyadh,riyadh,medium,low,small,small,0.09,0.173,0.501,7,1
tech,agriculture,riyadh,riyadh,low,medium,small,large,0.129,0.191,0.993,2,1
agriculture,agriculture,riyadh,riyadh,medium,high,large,medium,0.071,0.15,0.486,4,0
tech,agriculture,riyadh,jeddah,medium,medium,medium,large,0.169,0.085,0.463,2,0
agriculture,real_estate,jeddah,jeddah,medium,medium,large,large,0.171,0.192,0.788,5,1
agriculture,agriculture,jeddah,jeddah,medium,medium,small,large,0.103,0.181,0.748,6,1
real_estate,tech,jeddah,dammam,high,medium,medium,large,0.102,0.206,0.961,3,1
tech,agriculture,riyadh,dammam,medium,low,small,small,0.175,0.182,0.571,4,0
agriculture,agriculture,jeddah,jeddah,medium,medium,medium,small,0.164,0.169,0.338,6,0
tech,agriculture,riyadh,riyadh,medium,medium,small,small,0.121,0.158,0.764,5,1
real_estate,tech,jeddah,jeddah,high,medium,medium,medium,0.141,0.171,0.547,5,0
tech,tech,riyadh,riyadh,medium,medium,small,large,0.085,0.117,0.751,6,1
agriculture,tech,dammam,dammam,high,medium,small,small,0.105,0.128,0.757,5,1
agriculture,tech,dammam,jeddah,low,medium,small,small,0.124,0.183,0.082,2,0
tech,tech,dammam,dammam,medium,low,medium,small,0.151,0.141,0.761,5,1
real_estate,agriculture,riyadh,riyadh,medium,low,small,small,0.091,0.119,0.013,5,0
tech,tech,dammam,dammam,low,low,small,small,0.097,0.141,0.268,7,0
agriculture,agriculture,dammam,riyadh,medium,medium,small,small,0.177,0.139,0.75,5,1
agriculture,real_estate,jeddah,jeddah,medium,medium,medium,small,0.083,0.112,0.999,4,1
real_estate,tech,riyadh,riyadh,high,medium,large,large,0.146,0.139,0.299,4,0
real_estate,real_estate,dammam,dammam,high,low,medium,small,0.147,0.192,0.78,6,1
tech,agriculture,dammam,dammam,medium,low,large,medium,0.115,0.166,0.293,4,0
real_estate,tech,dammam,dammam,high,medium,medium,small,0.164,0.093,0.478,3,0
real_estate,agriculture,riyadh,riyadh,medium,medium,small,small,0.091,0.118,0.753,5,1
real_estate,tech,riyadh,riyadh,high,high,small,medium,0.142,0.181,0.553,4,0
agriculture,agriculture,dammam,jeddah,high,medium,medium,medium,0.128,0.158,1.0,6,1
agriculture,tech,jeddah,dammam,low,medium,large,large,0.133,0.206,0.332,2,0
real_estate,tech,jeddah,jeddah,medium,medium,small,medium,0.09,0.18,0.734,4,0
tech,agriculture,riyadh,riyadh,medium,low,small,small,0.106,0.116,0.755,5,1
agriculture,agriculture,dammam,riyadh,medium,medium,large,large,0.109,0.191,0.751,6,1
real_estate,agriculture,jeddah,jeddah,high,medium,large,small,0.11,0.101,0.504,3,0
real_estate,real_estate,dammam,riyadh,high,low,small,medium,0.144,0.201,0.779,5,1
agriculture,agriculture,riyadh,riyadh,high,low,small,small,0.075,0.202,0.696,7,1
agriculture,agriculture,riyadh,dammam,high,medium,small,large,0.144,0.162,0.772,5,1
tech,tech,riyadh,jeddah,high,low,large,medium,0.089,0.152,0.745,5,1
agriculture,tech,jeddah,riyadh,high,high,large,large,0.075,0.152,0.974,4,1
agriculture,agriculture,jeddah,jeddah,medium,low,large,large,0.074,0.197,0.699,7,1
real_estate,agriculture,jeddah,riyadh,low,high,medium,medium,0.156,0.15,0.766,1,0
real_estate,agriculture,dammam,riyadh,low,low,large,small,0.078,0.202,0.244,3,0
real_estate,real_estate,dammam,riyadh,high,high,large,medium,0.111,0.176,0.524,5,0
tech,agriculture,jeddah,riyadh,high,medium,large,small,0.163,0.124,0.743,2,0
agriculture,agriculture,riyadh,jeddah,medium,medium,large,small,0.151,0.101,0.26,4,0
tech,tech,jeddah,jeddah,medium,medium,small,medium,0.172,0.171,0.13,5,0
tech,tech,dammam,jeddah,medium,medium,small,medium,0.171,0.18,0.568,5,0
tech,agriculture,dammam,dammam,medium,low,small,medium,0.157,0.136,0.756,3,0
real_estate,agriculture,jeddah,riyadh,medium,low,small,small,0.158,0.177,0.341,4,0
agriculture,agriculture,dammam,jeddah,medium,medium,medium,medium,0.166,0.158,0.77,5,1
real_estate,tech,jeddah,jeddah,high,medium,small,small,0.155,0.183,0.343,5,0
real_estate,agriculture,jeddah,dammam,medium,low,small,medium,0.085,0.166,0.974,3,1
agriculture,tech,riyadh,jeddah,medium,medium,small,medium,0.12,0.114,0.995,2,1
real_estate,tech,jeddah,jeddah,medium,low,small,medium,0.079,0.128,0.992,4,1
agriculture,agriculture,riyadh,jeddah,medium,medium,large,medium,0.104,0.158,0.755,5,1
tech,tech,dammam,dammam,high,medium,large,medium,0.11,0.175,0.756,6,1
agriculture,agriculture,dammam,dammam,medium,low,medium,medium,0.137,0.166,0.543,7,1
tech,agriculture,riyadh,dammam,medium,medium,large,large,0.159,0.162,0.55,4,0
real_estate,agriculture,jeddah,dammam,high,low,large,medium,0.11,0.081,0.247,2,0
agriculture,agriculture,jeddah,dammam,medium,medium,large,medium,0.144,0.094,0.963,4,1
real_estate,agriculture,riyadh,jeddah,medium,medium,large,medium,0.085,0.158,0.499,3,0
agriculture,tech,riyadh,jeddah,medium,medium,large,large,0.167,0.142,0.087,3,0
tech,real_estate,riyadh,jeddah,medium,high,large,small,0.15,0.13,0.06,0,0
agriculture,real_estate,riyadh,jeddah,high,high,large,small,0.159,0.132,0.296,2,0
agriculture,agriculture,riyadh,dammam,medium,low,small,medium,0.094,0.166,0.745,5,1
real_estate,real_estate,dammam,jeddah,medium,high,large,small,0.106,0.132,0.272,3,0
agriculture,real_estate,jeddah,riyadh,low,medium,large,small,0.167,0.174,0.779,1,0
real_estate,agriculture,dammam,riyadh,low,high,large,small,0.154,0.123,0.747,0,0
real_estate,agriculture,jeddah,riyadh,low,high,medium,medium,0.087,0.178,0.496,2,0
tech,tech,dammam,dammam,medium,low,large,small,0.168,0.141,0.979,5,1
tech,real_estate,jeddah,jeddah,medium,low,large,large,0.125,0.182,0.767,5,1
tech,tech,dammam,dammam,medium,medium,medium,medium,0.141,0.175,0.549,7,1
agriculture,agriculture,riyadh,riyadh,medium,medium,large,small,0.104,0.139,0.757,6,1
agriculture,agriculture,riyadh,riyadh,medium,medium,large,small,0.141,0.124,0.518,5,0
tech,tech,dammam,jeddah,high,medium,large,small,0.077,0.138,0.74,5,1
tech,real_estate,riyadh,riyadh,low,high,large,small,0.097,0.085,0.25,1,0
real_estate,real_estate,dammam,jeddah,medium,medium,small,small,0.072,0.112,0.746,6,1
real_estate,real_estate,jeddah,jeddah,medium,medium,medium,small,0.149,0.112,0.74,5,1
real_estate,tech,dammam,jeddah,high,medium,medium,large,0.147,0.142,0.071,2,0
real_estate,tech,dammam,dammam,high,medium,large,medium,0.096,0.175,0.508,4,0
agriculture,tech,jeddah,dammam,medium,low,small,small,0.075,0.141,0.493,4,0
real_estate,agriculture,dammam,jeddah,medium,medium,small,small,0.133,0.169,0.312,4,0
agriculture,agriculture,jeddah,dammam,low,low,large,small,0.104,0.165,0.754,5,1
tech,agriculture,jeddah,jeddah,medium,low,medium,large,0.091,0.197,0.266,4,0
real_estate,real_estate,jeddah,jeddah,high,high,large,small,0.157,0.132,0.753,5,1
tech,tech,dammam,riyadh,low,high,large,medium,0.102,0.181,0.98,3,1
tech,tech,jeddah,dammam,medium,medium,large,large,0.096,0.15,0.51,6,0
real_estate,tech,jeddah,riyadh,medium,medium,large,small,0.114,0.159,0.289,3,0
agriculture,tech,riyadh,riyadh,medium,medium,large,large,0.104,0.117,0.265,5,0
agriculture,agriculture,riyadh,riyadh,low,low,small,small,0.129,0.116,0.752,6,1
tech,tech,riyadh,riyadh,medium,medium,medium,large,0.117,0.117,0.27,6,0
tech,real_estate,jeddah,jeddah,high,medium,medium,medium,0.141,0.125,0.988,4,1
real_estate,tech,dammam,riyadh,medium,medium,large,small,0.106,0.159,0.994,3,1
tech,tech,jeddah,jeddah,medium,medium,medium,medium,0.17,0.114,0.276,6,0
agriculture,agriculture,riyadh,jeddah,high,low,medium,large,0.098,0.197,0.506,5,0
agriculture,agriculture,riyadh,dammam,medium,low,medium,medium,0.17,0.081,0.229,5,0
tech,tech,jeddah,riyadh,high,medium,large,large,0.163,0.114,0.047,5,0
tech,tech,jeddah,riyadh,medium,medium,large,large,0.125,0.117,0.753,5,1
agriculture,agriculture,riyadh,jeddah,medium,medium,small,small,0.121,0.169,0.765,6,1
tech,real_estate,jeddah,jeddah,medium,medium,large,large,0.145,0.192,0.34,5,0
agriculture,tech,riyadh,dammam,high,medium,small,small,0.132,0.117,0.274,3,0
tech,real_estate,dammam,jeddah,high,medium,large,medium,0.077,0.125,0.252,3,0
tech,tech,jeddah,jeddah,high,low,large,medium,0.107,0.152,0.758,6,1
agriculture,agriculture,jeddah,riyadh,low,medium,small,small,0.121,0.118,0.272,3,0
tech,tech,riyadh,dammam,high,medium,large,small,0.101,0.117,0.018,5,0
tech,agriculture,dammam,jeddah,high,medium,small,small,0.109,0.101,0.259,3,0
agriculture,agriculture,riyadh,riyadh,medium,medium,large,large,0.136,0.191,0.774,7,1
real_estate,real_estate,dammam,dammam,medium,low,small,small,0.123,0.157,0.765,7,1
agriculture,tech,riyadh,riyadh,high,high,medium,medium,0.098,0.181,0.743,5,1
tech,tech,dammam,dammam,medium,medium,large,small,0.162,0.128,0.747,5,1
tech,agriculture,jeddah,dammam,low,high,medium,small,0.176,0.153,0.763,0,0
agriculture,agriculture,riyadh,riyadh,medium,low,small,small,0.094,0.119,0.507,7,1
real_estate,agriculture,riyadh,riyadh,high,low,small,small,0.162,0.177,0.78,5,1
agriculture,tech,riyadh,jeddah,medium,medium,small,small,0.148,0.136,0.528,3,0
agriculture,agriculture,dammam,dammam,medium,medium,small,small,0.135,0.201,0.773,7,1
agriculture,agriculture,riyadh,riyadh,medium,low,medium,small,0.17,0.119,0.733,5,1
agriculture,real_estate,jeddah,dammam,medium,low,large,small,0.091,0.157,0.025,3,0
agriculture,agriculture,riyadh,riyadh,medium,medium,large,large,0.15,0.191,0.344,7,0
tech,tech,riyadh,riyadh,medium,medium,medium,medium,0.081,0.186,0.718,7,1
real_estate,real_estate,jeddah,jeddah,medium,medium,small,medium,0.157,0.125,0.976,5,1
agriculture,real_estate,dammam,dammam,low,low,large,large,0.166,0.08,0.917,4,1
agriculture,agriculture,dammam,jeddah,medium,low,medium,large,0.076,0.197,0.241,5,0
agriculture,real_estate,jeddah,jeddah,high,medium,large,medium,0.157,0.147,0.312,3,0
real_estate,agriculture,dammam,jeddah,high,medium,medium,medium,0.16,0.109,0.269,3,0
tech,agriculture,jeddah,dammam,medium,low,medium,small,0.157,0.125,0.288,2,0
agriculture,tech,riyadh,jeddah,medium,low,small,medium,0.094,0.128,0.998,3,1
agriculture,tech,dammam,riyadh,medium,low,small,small,0.141,0.15,0.998,4,1
tech,tech,riyadh,dammam,medium,medium,small,large,0.159,0.15,0.316,4,0
tech,tech,riyadh,riyadh,low,medium,medium,medium,0.146,0.186,0.337,5,0
agriculture,agriculture,dammam,jeddah,medium,medium,medium,large,0.113,0.085,0.249,4,0
agriculture,agriculture,jeddah,jeddah,high,medium,small,small,0.119,0.169,0.531,7,1
real_estate,tech,jeddah,riyadh,medium,high,small,small,0.107,0.098,0.257,1,0
real_estate,real_estate,dammam,jeddah,medium,medium,large,medium,0.073,0.125,0.002,5,0
tech,real_estate,riyadh,jeddah,low,high,small,small,0.146,0.132,0.757,1,0
tech,agriculture,jeddah,riyadh,low,low,large,small,0.108,0.202,0.52,3,0
real_estate,real_estate,dammam,dammam,medium,medium,medium,medium,0.163,0.201,0.577,7,1
real_estate,tech,jeddah,riyadh,medium,medium,medium,small,0.11,0.187,0.983,3,1
real_estate,tech,dammam,riyadh,medium,medium,medium,small,0.136,0.159,0.539,3,0
tech,agriculture,jeddah,jeddah,medium,medium,medium,medium,0.107,0.109,0.753,5,1
agriculture,agriculture,riyadh,dammam,high,low,small,small,0.112,0.165,0.054,6,0
tech,tech,riyadh,jeddah,medium,medium,medium,small,0.081,0.183,0.72,5,1
agriculture,tech,dammam,riyadh,medium,high,medium,small,0.126,0.098,0.258,0,0
tech,tech,riyadh,jeddah,medium,medium,small,small,0.136,0.136,0.291,6,0
tech,real_estate,jeddah,dammam,high,low,medium,small,0.091,0.157,0.505,3,0
real_estate,real_estate,dammam,jeddah,medium,medium,large,medium,0.106,0.147,0.757,5,1
tech,tech,riyadh,riyadh,medium,medium,small,large,0.095,0.139,0.752,6,1
agriculture,tech,riyadh,riyadh,high,medium,medium,medium,0.118,0.186,0.761,5,1
tech,agriculture,jeddah,jeddah,high,medium,large,large,0.094,0.101,0.752,5,1
tech,real_estate,riyadh,jeddah,medium,medium,large,small,0.159,0.112,0.733,2,0
agriculture,agriculture,riyadh,jeddah,high,medium,small,medium,0.137,0.173,0.773,5,1
tech,tech,riyadh,dammam,medium,low,small,small,0.155,0.141,0.988,5,1
agriculture,real_estate,riyadh,riyadh,high,high,small,large,0.109,0.13,0.758,4,0
agriculture,real_estate,jeddah,dammam,medium,low,small,small,0.136,0.192,0.774,4,0
real_estate,real_estate,dammam,riyadh,high,high,small,small,0.145,0.085,0.479,5,0
tech,tech,dammam,jeddah,medium,medium,small,small,0.171,0.115,0.728,5,1
tech,tech,jeddah,jeddah,high,medium,small,small,0.118,0.138,0.522,7,1
agriculture,tech,riyadh,riyadh,medium,high,medium,large,0.093,0.152,0.989,2,1
agriculture,agriculture,riyadh,riyadh,medium,medium,small,small,0.117,0.118,0.513,7,1
agriculture,agriculture,dammam,dammam,medium,high,large,large,0.115,0.171,0.062,5,0
tech,tech,riyadh,jeddah,medium,medium,large,medium,0.096,0.114,0.261,5,0
tech,tech,riyadh,jeddah,medium,medium,large,medium,0.15,0.114,0.974,4,1
real_estate,tech,jeddah,riyadh,medium,medium,medium,small,0.076,0.187,0.243,3,0
tech,tech,dammam,dammam,medium,high,small,small,0.121,0.193,0.085,5,0
real_estate,real_estate,jeddah,dammam,medium,medium,small,medium,0.104,0.201,0.287,5,0
tech,tech,dammam,dammam,high,medium,medium,small,0.15,0.117,0.744,5,1
tech,tech,riyadh,jeddah,low,medium,large,large,0.074,0.177,0.242,4,0
tech,agriculture,dammam,dammam,medium,low,large,small,0.138,0.182,0.101,4,0
tech,agriculture,jeddah,riyadh,low,low,small,small,0.133,0.202,0.771,4,0
agriculture,tech,dammam,dammam,medium,high,large,small,0.092,0.193,0.268,2,0
tech,tech,riyadh,riyadh,medium,low,small,small,0.121,0.183,0.764,7,1
real_estate,real_estate,dammam,jeddah,low,low,large,large,0.105,0.182,0.054,6,0
agriculture,agriculture,jeddah,dammam,high,low,medium,small,0.087,0.125,0.997,5,1
tech,agriculture,jeddah,jeddah,high,medium,small,large,0.118,0.085,0.248,3,0
tech,tech,dammam,dammam,medium,low,large,small,0.159,0.141,0.759,5,1
agriculture,agriculture,jeddah,dammam,high,low,small,medium,0.144,0.166,0.773,5,1
tech,real_estate,riyadh,riyadh,low,high,small,large,0.164,0.13,0.522,1,0
agriculture,agriculture,riyadh,dammam,high,low,small,small,0.132,0.165,1.0,6,1
tech,tech,jeddah,riyadh,high,high,medium,medium,0.144,0.181,0.777,6,1
tech,tech,jeddah,jeddah,high,medium,small,medium,0.106,0.114,0.509,6,0
real_estate,agriculture,dammam,riyadh,medium,high,medium,medium,0.112,0.178,0.062,2,0
tech,agriculture,dammam,jeddah,low,medium,medium,medium,0.108,0.109,0.998,2,1
tech,agriculture,dammam,jeddah,medium,medium,medium,small,0.139,0.101,0.26,2,0
real_estate,real_estate,dammam,dammam,low,low,medium,small,0.179,0.192,0.789,6,1
agriculture,agriculture,riyadh,jeddah,medium,medium,large,large,0.128,0.101,0.742,5,1
agriculture,agriculture,jeddah,riyadh,low,high,large,medium,0.14,0.178,0.325,3,0
agriculture,tech,dammam,dammam,medium,low,small,small,0.141,0.141,0.53,5,0
tech,agriculture,dammam,jeddah,medium,medium,medium,medium,0.141,0.16,0.084,4,0
agriculture,agriculture,riyadh,dammam,high,high,medium,large,0.098,0.171,0.511,5,0
agriculture,tech,riyadh,dammam,high,medium,medium,small,0.17,0.093,0.474,2,0
agriculture,agriculture,jeddah,jeddah,medium,medium,large,large,0.091,0.181,0.266,7,0
tech,real_estate,riyadh,dammam,medium,medium,medium,large,0.077,0.211,0.692,3,0
real_estate,real_estate,dammam,dammam,medium,medium,small,small,0.077,0.121,0.746,7,1
real_estate,agriculture,riyadh,jeddah,medium,medium,medium,medium,0.176,0.16,0.336,3,0
tech,tech,riyadh,riyadh,high,medium,medium,medium,0.139,0.163,0.542,7,1
agriculture,tech,jeddah,riyadh,low,high,small,small,0.099,0.098,0.008,1,0
real_estate,real_estate,dammam,jeddah,low,medium,medium,medium,0.179,0.125,0.07,3,0
tech,tech,dammam,dammam,medium,medium,medium,large,0.139,0.206,0.775,6,1
real_estate,real_estate,jeddah,jeddah,high,high,large,small,0.116,0.13,0.759,6,1
tech,tech,jeddah,dammam,medium,low,medium,small,0.107,0.141,0.758,5,1
tech,agriculture,riyadh,riyadh,medium,low,small,small,0.18,0.202,0.794,5,1
real_estate,agriculture,jeddah,jeddah,medium,medium,large,medium,0.133,0.173,0.315,4,0
real_estate,agriculture,riyadh,jeddah,low,high,large,large,0.077,0.099,0.002,2,0
tech,agriculture,riyadh,riyadh,low,high,large,medium,0.09,0.178,0.265,2,0
real_estate,agriculture,dammam,riyadh,high,low,medium,small,0.086,0.116,0.751,3,0
tech,tech,riyadh,dammam,medium,high,small,small,0.121,0.193,0.31,4,0
real_estate,real_estate,dammam,dammam,medium,low,medium,small,0.112,0.157,0.523,6,0
real_estate,agriculture,riyadh,riyadh,high,medium,small,small,0.144,0.158,0.086,5,0
real_estate,agriculture,dammam,dammam,medium,low,large,medium,0.173,0.136,0.305,3,0
agriculture,real_estate,jeddah,riyadh,medium,high,large,medium,0.074,0.191,0.007,1,0
agriculture,real_estate,riyadh,jeddah,low,high,small,medium,0.096,0.08,0.0,0,0
tech,agriculture,dammam,jeddah,low,low,large,large,0.088,0.197,0.261,4,0
